USAF   ,WBAN  ,STATION NAME                  ,CTRY ,ST ,CALL  ,LAT     ,LON      ,ELEV(M)
013000 ,99999 ,GULLFAKS C                    ,NO   ,   ,      ,+61.200 ,+002.267 ,+0078.0
013005 ,99999 ,STATFJORD OIL PLATFORM HELIPO ,FO   ,   ,ENSF  ,+61.250 ,+001.850 ,+0117.7
013040 ,99999 ,YTTEROYANE FYR                ,NO   ,   ,      ,+61.567 ,+004.683 ,+0025.0
013060 ,99999 ,HELLISOY FYR                  ,NO   ,   ,      ,+60.750 ,+004.717 ,+0023.0
013070 ,99999 ,FEDJE                         ,NO   ,   ,      ,+60.750 ,+004.717 ,+0020.0
013080 ,99999 ,FURUNESET                     ,NO   ,   ,      ,+61.300 ,+005.050 ,+0007.0
013090 ,99999 ,KINN ISLAND                   ,NO   ,   ,      ,+61.567 ,+004.800 ,+0010.0
013100 ,99999 ,FLORO                         ,NO   ,   ,ENFL  ,+61.584 ,+005.025 ,+0011.3
013110 ,99999 ,FLESLAND                      ,NO   ,   ,ENBR  ,+60.293 ,+005.218 ,+0051.8
013140 ,99999 ,FOSSMARK                      ,NO   ,   ,      ,+60.517 ,+005.717 ,+0010.0
013150 ,99999 ,EVANGER                       ,NO   ,   ,      ,+60.633 ,+006.100 ,+0017.0
013160 ,99999 ,BERGEN-FREDRIKSBERG           ,NO   ,   ,      ,+60.400 ,+005.317 ,+0040.0
013170 ,99999 ,BERGEN/FLORIDA                ,NO   ,   ,      ,+60.383 ,+005.333 ,+0036.0
013180 ,99999 ,SANDANE                       ,NO   ,   ,      ,+61.783 ,+006.183 ,+0051.0
013190 ,99999 ,TAKLE                         ,NO   ,   ,      ,+61.033 ,+005.383 ,+0038.0
013200 ,99999 ,SANDANE/ANDA                  ,NO   ,   ,ENSD  ,+61.833 ,+006.117 ,+0060.0
013210 ,99999 ,STRYN                         ,NO   ,   ,      ,+61.900 ,+006.550 ,+0208.0
013220 ,99999 ,FORDE-TEFRE                   ,NO   ,   ,      ,+61.467 ,+005.917 ,+0064.0
013230 ,99999 ,BRINGELAND                    ,NO   ,   ,ENBL  ,+61.393 ,+005.764 ,+0327.0
013250 ,99999 ,MODALEN II                    ,NO   ,   ,      ,+60.833 ,+005.950 ,+0114.0
013260 ,99999 ,MODALEN III                   ,NO   ,   ,      ,+60.850 ,+005.983 ,+0125.0
013270 ,99999 ,KVAMSKOGEN-JONSHOGDI          ,NO   ,   ,      ,+60.383 ,+005.967 ,+0455.0
013280 ,99999 ,KVAMSKOGEN                    ,NO   ,   ,      ,+60.400 ,+005.917 ,+0408.0
013290 ,99999 ,KVAMSOY                       ,NO   ,   ,      ,+60.350 ,+006.267 ,+0050.0
013300 ,99999 ,OMASTRAND                     ,NO   ,   ,      ,+60.217 ,+005.983 ,+0006.0
013320 ,99999 ,FJAERLAND BREMUSEET           ,NO   ,   ,      ,+61.430 ,+006.770 ,+0003.0
013360 ,99999 ,BULKEN                        ,NO   ,   ,      ,+60.650 ,+006.217 ,+0328.0
013370 ,99999 ,VOSSEVANGEN                   ,NO   ,   ,      ,+60.633 ,+006.433 ,+0055.0
013380 ,99999 ,VANGSNES                      ,NO   ,   ,      ,+61.167 ,+006.650 ,+0051.0
013390 ,99999 ,VANGSNES                      ,NO   ,   ,      ,+61.167 ,+006.650 ,+0053.0
013400 ,99999 ,FET I EIDFJORD                ,NO   ,   ,      ,+60.420 ,+007.280 ,+0737.0
013410 ,99999 ,EIDFJORD-BU                   ,NO   ,   ,      ,+60.467 ,+006.867 ,+0166.0
013420 ,99999 ,ULLENSVANG                    ,NO   ,   ,      ,+60.317 ,+006.650 ,+0012.0
013440 ,99999 ,MJOLFJELL                     ,NO   ,   ,      ,+60.700 ,+006.950 ,+0695.0
013450 ,99999 ,KLEVAVATNET                   ,NO   ,   ,      ,+60.717 ,+007.217 ,+0960.0
013460 ,99999 ,MIDTSTOVA                     ,NO   ,   ,      ,+60.650 ,+007.267 ,+1162.0
013470 ,99999 ,SOGNDAL HAUKASEN              ,NO   ,   ,ENSG  ,+61.156 ,+007.137 ,+0511.0
013471 ,99999 ,SOGNDAL/HAUKASEN              ,NO   ,   ,ENSG  ,+61.167 ,+007.133 ,+0498.0
013500 ,99999 ,FINSEVATN                     ,NO   ,   ,      ,+60.600 ,+007.533 ,+1208.0
013510 ,99999 ,FINSE III                     ,NO   ,   ,      ,+60.600 ,+007.500 ,+1224.0
013520 ,99999 ,SANDHAUG                      ,NO   ,   ,      ,+60.183 ,+007.483 ,+1250.0
013550 ,99999 ,LAERDAL IV                    ,NO   ,   ,      ,+61.100 ,+007.500 ,+0005.0
013560 ,99999 ,FANNARAKI                     ,FO   ,   ,      ,+61.517 ,+007.900 ,+2062.0
013570 ,99999 ,HOLLEKOLTEN                   ,NO   ,   ,      ,+60.867 ,+008.517 ,+0804.2
013580 ,99999 ,HEMSEDAL II                   ,NO   ,   ,      ,+60.850 ,+008.600 ,+0604.0
013590 ,99999 ,GEILO-OLDEBRATEN              ,NO   ,   ,      ,+60.533 ,+008.200 ,+0773.0
013591 ,99999 ,HAUGASTOL                     ,NO   ,   ,      ,+60.517 ,+007.867 ,+0988.0
013600 ,99999 ,BRATA-SLETTOM                 ,NO   ,   ,      ,+61.900 ,+007.900 ,+0664.0
013610 ,99999 ,GROTLI III                    ,NO   ,   ,      ,+62.017 ,+007.667 ,+0872.0
013620 ,99999 ,JUVVASSHOE                    ,NO   ,   ,      ,+61.667 ,+008.367 ,+1894.0
013630 ,99999 ,                              ,     ,   ,      ,        ,         ,       
013640 ,99999 ,FILEFJELL                     ,NO   ,   ,      ,+61.183 ,+008.117 ,+0955.1
013650 ,99999 ,BEITOSTOLEN II                ,NO   ,   ,      ,+61.251 ,+008.917 ,+0965.0
013660 ,99999 ,SOGNEFJELL                    ,NO   ,   ,      ,+61.567 ,+008.000 ,+1413.0
013670 ,99999 ,FAGERNES                      ,NO   ,   ,      ,+60.983 ,+009.217 ,+0365.4
013671 ,99999 ,BEITOSTOLEN                   ,NO   ,   ,      ,+61.233 ,+008.933 ,+0828.0
013680 ,99999 ,LEIRIN                        ,NO   ,   ,ENFG  ,+61.016 ,+009.288 ,+0822.0
013690 ,99999 ,ABJORSBRATEN                  ,NO   ,   ,      ,+60.917 ,+009.283 ,+0639.0
013700 ,99999 ,SKABU                         ,NO   ,   ,      ,+61.517 ,+009.400 ,+0928.0
013710 ,99999 ,LOKEN I VOLBU                 ,NO   ,   ,      ,+61.117 ,+009.067 ,+0521.0
013720 ,99999 ,NESBYEN-SKOGLUND              ,NO   ,   ,      ,+60.567 ,+009.133 ,+0167.0
013730 ,99999 ,NESBYEN-TODOKK                ,NO   ,   ,      ,+60.567 ,+009.133 ,+0166.0
013740 ,99999 ,VEST-TORPA II                 ,NO   ,   ,      ,+60.933 ,+010.033 ,+0542.0
013741 ,99999 ,                              ,     ,   ,      ,        ,         ,       
013743 ,99999 ,FAGERNES/LEIRIN   &           ,NO   ,   ,      ,+61.000 ,+009.300 ,+0822.0
013750 ,99999 ,KVITFJELL                     ,NO   ,   ,      ,+61.467 ,+010.133 ,+1028.0
013755 ,99999 ,GULLFAX (PLATFORM)            ,NO   ,   ,ENGC  ,+61.033 ,+002.033 ,+0010.0
013760 ,99999 ,GULSVIK II                    ,NO   ,   ,      ,+60.383 ,+009.600 ,+0142.0
013780 ,99999 ,LILLEHAMMER-SAETHERENGEN      ,NO   ,   ,      ,+61.100 ,+010.467 ,+0239.0
013790 ,99999 ,SOR-NESSET                    ,NO   ,   ,      ,+61.883 ,+010.150 ,+0739.0
013800 ,99999 ,VENABU                        ,NO   ,   ,      ,+61.650 ,+010.117 ,+0930.0
013801 ,99999 ,KITTILBU                      ,NO   ,   ,      ,+61.167 ,+009.967 ,+0816.0
013810 ,99999 ,APELSVOLL                     ,NO   ,   ,      ,+60.700 ,+010.867 ,+0264.0
013820 ,99999 ,KISE                          ,NO   ,   ,      ,+60.767 ,+010.800 ,+0128.0
013830 ,99999 ,EVENSTAD-DIH                  ,NO   ,   ,      ,+61.400 ,+011.080 ,+0255.0
013839 ,99999 ,HAMAR / STAFSBERG             ,NO   ,   ,ENHA  ,+60.817 ,+011.067 ,+0223.0
013840 ,99999 ,GARDERMOEN                    ,NO   ,   ,ENGM  ,+60.194 ,+011.100 ,+0207.6
013850 ,99999 ,HAMER                         ,NO   ,   ,      ,+60.817 ,+011.067 ,+0222.3
013860 ,99999 ,HAMAR II                      ,NO   ,   ,      ,+60.800 ,+011.100 ,+0132.0
013870 ,99999 ,FAVANG                        ,NO   ,   ,      ,+61.450 ,+010.183 ,+0200.0
013890 ,99999 ,RENA AP                       ,NO   ,   ,      ,+61.183 ,+011.367 ,+0255.7
013910 ,99999 ,FLISA                         ,NO   ,   ,      ,+60.617 ,+012.017 ,+0188.0
013920 ,99999 ,FLISA II                      ,NO   ,   ,      ,+60.617 ,+012.017 ,+0185.0
013930 ,99999 ,DREVSJO                       ,NO   ,   ,      ,+61.883 ,+012.033 ,+0673.5
013970 ,99999 ,TRYSIL VEGSTASJON             ,NO   ,   ,      ,+61.300 ,+012.267 ,+0361.4
014000 ,99999 ,EKOFISK                       ,NO   ,   ,      ,+56.550 ,+003.217 ,+0048.8
014010 ,99999 ,FRIGG                         ,NO   ,   ,      ,+59.983 ,+002.250 ,+0048.0
014030 ,99999 ,UTSIRA FYR                    ,NO   ,   ,      ,+59.300 ,+004.867 ,+0056.3
014033 ,99999 ,EKOFISK OIL PLTFRM            ,NO   ,   ,ENEK  ,+56.550 ,+003.250 ,+0048.8
014035 ,99999 ,KARMOY                        ,NO   ,   ,      ,+59.350 ,+005.217 ,+0023.0
014060 ,99999 ,SLATTEROY FYR                 ,NO   ,   ,      ,+59.917 ,+005.067 ,+0016.0
014080 ,99999 ,KARMOY                        ,NO   ,   ,ENHD  ,+59.345 ,+005.208 ,+0026.2
014090 ,99999 ,SKUDENES                      ,NO   ,   ,      ,+59.150 ,+005.250 ,+0007.0
014110 ,99999 ,KVITSOY - NORDBO              ,NO   ,   ,      ,+59.067 ,+005.417 ,+0022.0
014120 ,99999 ,OBRESTAD                      ,NO   ,   ,      ,+58.650 ,+005.567 ,+0026.0
014130 ,99999 ,SAERHEIM                      ,NO   ,   ,      ,+58.750 ,+005.650 ,+0087.0
014140 ,99999 ,ROVER                         ,NO   ,   ,      ,+59.433 ,+005.067 ,+0025.0
014150 ,99999 ,SOLA                          ,NO   ,   ,ENZV  ,+58.877 ,+005.638 ,+0008.8
014160 ,99999 ,STAVANGER VAALAND             ,NO   ,   ,      ,+58.950 ,+005.733 ,+0072.0
014170 ,99999 ,NEDRE VATS                    ,NO   ,   ,      ,+59.483 ,+005.750 ,+0065.0
014180 ,99999 ,AUSTEVOLL                     ,NO   ,   ,      ,+60.017 ,+005.200 ,+0032.0
014190 ,99999 ,LIARVATN                      ,NO   ,   ,      ,+59.050 ,+006.117 ,+0300.0
014211 ,99999 ,INDRE MATRE                   ,NO   ,   ,      ,+59.850 ,+006.000 ,+0024.0
014220 ,99999 ,FISTER SIGMUNDSTAD            ,NO   ,   ,      ,+59.167 ,+006.033 ,+0025.0
014230 ,99999 ,FISTER-TONNEVIK               ,NO   ,   ,      ,+59.167 ,+006.050 ,+0050.0
014240 ,99999 ,SAUDA                         ,NO   ,   ,      ,+59.650 ,+006.367 ,+0006.0
014250 ,99999 ,EIK HOVE                      ,NO   ,   ,      ,+58.517 ,+006.517 ,+0066.0
014260 ,99999 ,EIGEROYA                      ,NO   ,   ,      ,+58.433 ,+005.867 ,+0049.0
014270 ,99999 ,LISTA FYR                     ,NO   ,   ,      ,+58.117 ,+006.567 ,+0014.0
014280 ,99999 ,LISTA                         ,NO   ,   ,ENLI  ,+58.099 ,+006.626 ,+0008.8
014281 ,99999 ,ULA OIL PLATFORM              ,NO   ,   ,ENLA  ,+59.111 ,+002.846 ,+0094.0
014300 ,99999 ,MANDAL II                     ,NO   ,   ,      ,+58.017 ,+007.450 ,+0138.0
014310 ,99999 ,SIRDAL-SINNES                 ,NO   ,   ,      ,+58.933 ,+006.917 ,+0557.0
014320 ,99999 ,SIRDAL-TJORHOM                ,NO   ,   ,      ,+58.883 ,+006.850 ,+0500.0
014321 ,99999 ,FIDJELAND                     ,NO   ,   ,      ,+58.967 ,+006.933 ,+0568.0
014330 ,99999 ,MIDTLAEGER                    ,NO   ,   ,      ,+59.833 ,+006.983 ,+1081.0
014340 ,99999 ,VAAGSLI                       ,NO   ,   ,      ,+59.767 ,+007.367 ,+0822.0
014350 ,99999 ,HAUKELISETER TESTFELT         ,NO   ,   ,      ,+59.817 ,+007.217 ,+0989.5
014360 ,99999 ,LINDESNES FYR                 ,NO   ,   ,      ,+57.983 ,+007.050 ,+0013.0
014390 ,99999 ,KONSMO-HOYLAND                ,NO   ,   ,      ,+58.250 ,+007.442 ,+0260.0
014400 ,99999 ,BLASJO                        ,NO   ,   ,      ,+59.333 ,+006.867 ,+1104.6
014410 ,99999 ,HOVDEN-LUNDANE                ,NO   ,   ,      ,+59.583 ,+007.383 ,+0836.0
014420 ,99999 ,BYGLANDSFJORD                 ,NO   ,   ,      ,+58.667 ,+007.800 ,+0211.0
014440 ,99999 ,VALLE                         ,NO   ,   ,      ,+59.200 ,+007.517 ,+0302.0
014450 ,99999 ,SKAFSA                        ,NO   ,   ,      ,+59.450 ,+008.000 ,+0077.0
014460 ,99999 ,OYFJELL-TROVATN               ,NO   ,   ,      ,+59.567 ,+008.200 ,+0714.0
014470 ,99999 ,HOYDALSMO II                  ,NO   ,   ,      ,+59.500 ,+008.200 ,+0562.0
014480 ,99999 ,OKSOY FYR                     ,NO   ,   ,      ,+58.067 ,+008.050 ,+0008.0
014490 ,99999 ,GJERSTAD                      ,NO   ,   ,      ,+58.867 ,+009.033 ,+0032.0
014500 ,99999 ,MOSSTRAND II                  ,NO   ,   ,      ,+59.833 ,+008.183 ,+0977.0
014520 ,99999 ,KJEVIK                        ,NO   ,   ,ENCN  ,+58.204 ,+008.085 ,+0017.4
014530 ,99999 ,HYNNEKLEIV                    ,NO   ,   ,      ,+58.600 ,+008.417 ,+0162.0
014550 ,99999 ,TVEITSUND                     ,NO   ,   ,      ,+59.033 ,+008.517 ,+0252.0
014590 ,99999 ,NELAUG                        ,NO   ,   ,      ,+58.650 ,+008.633 ,+0142.0
014600 ,99999 ,GULLHOLMEN                    ,NO   ,   ,      ,+59.433 ,+010.583 ,+0014.0
014610 ,99999 ,                              ,     ,   ,      ,        ,         ,       
014611 ,99999 ,GAUSTATOPPEN                  ,NO   ,   ,      ,+59.850 ,+008.650 ,+1803.7
014620 ,99999 ,PORSGRUNN                     ,NO   ,   ,      ,+59.083 ,+009.667 ,+0090.0
014630 ,99999 ,AS                            ,NO   ,   ,      ,+59.650 ,+010.767 ,+0089.0
014640 ,99999 ,LANDVIK                       ,NO   ,   ,      ,+58.333 ,+008.517 ,+0006.0
014650 ,99999 ,TORUNGEN FYR                  ,NO   ,   ,      ,+58.400 ,+008.783 ,+0015.0
014660 ,99999 ,KJELLER AP                    ,NO   ,   ,      ,+59.967 ,+011.033 ,+0109.0
014670 ,99999 ,LYNGOR FYR                    ,NO   ,   ,      ,+58.633 ,+009.150 ,+0005.0
014680 ,99999 ,KONGSVINGER                   ,NO   ,   ,      ,+60.183 ,+012.000 ,+0148.0
014690 ,99999 ,HONEFOSS-HOYBY                ,NO   ,   ,      ,+60.167 ,+010.250 ,+0140.0
014700 ,99999 ,GVARV                         ,NO   ,   ,      ,+59.383 ,+009.200 ,+0093.0
014703 ,99999 ,NOTODDEN                      ,NO   ,   ,ENNO  ,+59.566 ,+009.212 ,+0019.2
014710 ,99999 ,VEGGLI II                     ,NO   ,   ,      ,+60.050 ,+009.150 ,+0275.0
014730 ,99999 ,KONGSBERG BRANNSTASJON        ,NO   ,   ,      ,+59.617 ,+009.633 ,+0173.0
014740 ,99999 ,LYNGDAL I NUMEDAL             ,NO   ,   ,      ,+59.900 ,+009.533 ,+0294.0
014750 ,99999 ,SKIEN-GEITERYGGEN             ,NO   ,   ,ENSN  ,+59.183 ,+009.567 ,+0141.0
014760 ,99999 ,JOMFRULAND FYR                ,NO   ,   ,      ,+58.850 ,+009.550 ,+0005.0
014770 ,99999 ,KONNERUD                      ,NO   ,   ,      ,+59.717 ,+010.150 ,+0193.0
014780 ,99999 ,SVENNER LH                    ,NO   ,   ,      ,+58.967 ,+010.150 ,+0015.0
014800 ,99999 ,DRAMMEN BERSKOG               ,NO   ,   ,      ,+59.750 ,+010.133 ,+0008.0
014810 ,99999 ,MELSOM                        ,NO   ,   ,      ,+59.233 ,+010.350 ,+0026.0
014820 ,99999 ,FERDER LH                     ,NO   ,   ,      ,+59.033 ,+010.517 ,+0007.7
014825 ,99999 ,TORP                          ,NO   ,   ,ENTO  ,+59.187 ,+010.259 ,+0087.2
014830 ,99999 ,TORP                          ,NO   ,   ,      ,+59.183 ,+010.267 ,+0088.0
014840 ,99999 ,AURSKOG                       ,NO   ,   ,      ,+59.917 ,+011.583 ,+0128.0
014843 ,99999 ,OSEBERG                       ,NO   ,   ,ENOA  ,+59.317 ,+010.450 ,+0015.0
014850 ,99999 ,DANDE-GALLEBERG               ,NO   ,   ,      ,+59.617 ,+010.217 ,+0060.0
014860 ,99999 ,ASKER                         ,NO   ,   ,      ,+59.850 ,+010.433 ,+0163.0
014870 ,99999 ,ALNA                          ,NO   ,   ,      ,+59.933 ,+010.833 ,+0090.0
014880 ,99999 ,HAKADAL                       ,NO   ,   ,      ,+60.117 ,+010.833 ,+0170.0
014881 ,99999 ,STATFJORD B OIL PLATFORM      ,NO   ,   ,ENFB  ,+61.206 ,+001.829 ,+0142.0
014890 ,99999 ,BJORNHOLT                     ,NO   ,   ,      ,+60.050 ,+010.683 ,+0360.0
014900 ,99999 ,TRYVANNSHOGDA                 ,NO   ,   ,      ,+59.983 ,+010.683 ,+0528.0
014920 ,99999 ,OSLO-BLINDERN                 ,NO   ,   ,      ,+59.950 ,+010.717 ,+0097.0
014930 ,99999 ,SARPSBORG                     ,NO   ,   ,      ,+59.283 ,+011.117 ,+0057.0
014940 ,99999 ,RYGGE                         ,NO   ,   ,ENRY  ,+59.379 ,+010.786 ,+0053.0
014950 ,99999 ,STROMTANGEN FYR               ,NO   ,   ,      ,+59.150 ,+010.833 ,+0010.0
014960 ,99999 ,HOLAND-FOSSER                 ,NO   ,   ,      ,+59.817 ,+011.483 ,+0154.0
014965 ,99999 ,                              ,     ,   ,      ,        ,         ,       
014970 ,99999 ,PRESTEBAKKE                   ,NO   ,   ,      ,+59.000 ,+011.533 ,+0157.0
014980 ,99999 ,MAGNOR                        ,NO   ,   ,      ,+59.967 ,+012.217 ,+0153.0
014981 ,99999 ,                              ,     ,   ,      ,        ,         ,       
014983 ,99999 ,STATFJORD OIL RIG &           ,NO   ,   ,      ,        ,         ,       
014990 ,99999 ,VAEROY                        ,NO   ,   ,      ,        ,         ,       
014993 ,99999 ,VAEROY                        ,NO   ,   ,ENVY  ,        ,         ,       
015000 ,99999 ,RAKKESTAD                     ,NO   ,   ,      ,+59.383 ,+011.383 ,+0100.0
020001 ,99999 ,LJUNGBYHED                    ,SW   ,   ,ESTL  ,+56.083 ,+013.213 ,+0042.7
020120 ,99999 ,RITSEM                        ,SW   ,   ,      ,+67.733 ,+017.467 ,+0521.0
020130 ,99999 ,RITSEM                        ,SW   ,   ,      ,+67.733 ,+017.467 ,+0542.7
020180 ,99999 ,SUORVA                        ,SW   ,   ,      ,+67.533 ,+018.233 ,+0415.0
020190 ,99999 ,KATTERJAKK A                  ,SW   ,   ,      ,+68.417 ,+018.167 ,+0516.0
020200 ,99999 ,KATTERJAKK                    ,SW   ,   ,      ,+68.417 ,+018.167 ,+0517.0
020220 ,99999 ,ABISKO                        ,SW   ,   ,      ,+68.354 ,+018.816 ,+0392.3
020230 ,99999 ,TORNEHAMN (AUT)               ,SW   ,   ,      ,+68.433 ,+018.633 ,+0512.0
020240 ,99999 ,STORA SJOFALLET               ,SW   ,   ,      ,+67.500 ,+018.300 ,+0425.0
020260 ,99999 ,ALUOKTA                       ,SW   ,   ,      ,+67.317 ,+018.883 ,+0385.0
020290 ,99999 ,TARFALA                       ,SW   ,   ,      ,+67.917 ,+018.600 ,+1146.0
020310 ,99999 ,RENSJON                       ,SW   ,   ,      ,+68.067 ,+019.833 ,+0493.0
020320 ,99999 ,TORNETRASK LAKE               ,SW   ,   ,      ,+68.217 ,+019.717 ,+0393.0
020360 ,99999 ,NIKKALUOKTA                   ,SW   ,   ,      ,+67.850 ,+019.033 ,+0468.0
020380 ,99999 ,LATNIVAARA                    ,SW   ,   ,      ,+67.250 ,+020.267 ,+0453.0
020430 ,99999 ,ESRANGE                       ,SW   ,   ,      ,+67.933 ,+021.067 ,+0341.0
020440 ,99999 ,KIRUNA                        ,SW   ,   ,ESNQ  ,+67.822 ,+020.337 ,+0459.6
020450 ,99999 ,KIRUNA-SOL                    ,SW   ,   ,      ,+67.833 ,+020.417 ,+0424.0
020480 ,99999 ,MALMBERGET                    ,SW   ,   ,      ,+67.167 ,+020.667 ,+0375.0
020490 ,99999 ,GALLIVARE                     ,SW   ,   ,ESNG  ,+67.132 ,+020.815 ,+0313.0
020500 ,99999 ,RIKSGRANSEN                   ,SW   ,   ,      ,+68.417 ,+018.117 ,+0508.0
020510 ,99999 ,KARESUANDO                    ,SZ   ,   ,      ,+68.450 ,+022.500 ,+0327.1
020520 ,99999 ,KVIKKJOKK         &           ,SW   ,   ,      ,+66.950 ,+017.750 ,+0337.0
020530 ,99999 ,MALMBERGET                    ,SW   ,   ,      ,+67.133 ,+020.667 ,+0365.0
020540 ,99999 ,NEDRE SOPPERO                 ,SW   ,   ,      ,+68.050 ,+021.750 ,+0360.0
020550 ,99999 ,NAIMAKKA                      ,SW   ,   ,      ,+68.683 ,+021.533 ,+0402.0
020560 ,99999 ,STENSELE                      ,SZ   ,   ,      ,+65.067 ,+017.167 ,+0330.1
020570 ,99999 ,KALLAX/LULEA (AFB)            ,SW   ,   ,ESPA  ,+65.550 ,+022.133 ,+0017.0
020580 ,99999 ,HAPARANDA         &           ,SW   ,   ,      ,+65.833 ,+024.150 ,+0007.0
020590 ,99999 ,GADDEDE                       ,SW   ,   ,      ,+64.500 ,+014.133 ,+0318.0
020600 ,99999 ,NAIMAKKA                      ,SW   ,   ,      ,+68.683 ,+021.533 ,+0403.0
020620 ,99999 ,OSTERSUND FROSON AB           ,SW   ,   ,      ,+63.183 ,+014.500 ,+0376.0
020630 ,99999 ,ASELE                         ,SW   ,   ,      ,+64.167 ,+017.367 ,+0329.0
020640 ,99999 ,SAITTAROVA                    ,SW   ,   ,      ,+67.333 ,+022.233 ,+0240.0
020650 ,99999 ,SVEG              &           ,SW   ,   ,      ,+62.033 ,+014.367 ,+0360.0
020660 ,99999 ,SUNDSVALL/HARNOSAND           ,SW   ,   ,ESNN  ,+62.533 ,+017.450 ,+0004.0
020670 ,99999 ,SARNA                         ,SW   ,   ,      ,+61.683 ,+013.133 ,+0505.0
020680 ,99999 ,DELSBO                        ,SW   ,   ,      ,+61.800 ,+016.567 ,+0093.0
020690 ,99999 ,SODERHAMN (SWE-AFB)           ,SW   ,   ,ESCL  ,+61.267 ,+017.100 ,+0026.0
020700 ,99999 ,GUSTAVSFORS       &           ,SW   ,   ,      ,+60.150 ,+013.800 ,+0198.0
020710 ,99999 ,NORRKOPING-SOL                ,SW   ,   ,      ,+58.583 ,+016.150 ,+0058.0
020711 ,99999 ,BORLANGE                      ,SW   ,   ,      ,+60.417 ,+015.517 ,+0153.0
020720 ,99999 ,PARKALOMPOLO                  ,SW   ,   ,      ,+67.733 ,+022.833 ,+0313.0
020730 ,99999 ,KARLSTAD          &           ,SW   ,   ,ESSQ  ,+59.367 ,+013.467 ,+0046.0
020740 ,99999 ,OREBRO/EKEBY                  ,SW   ,   ,      ,+59.267 ,+015.333 ,+0033.0
020750 ,99999 ,VASTERAS/HASSLO AFB           ,SW   ,   ,ESCD  ,+59.583 ,+016.633 ,+0006.0
020760 ,99999 ,UPPSALA           &           ,SW   ,   ,ESCM  ,+59.883 ,+017.600 ,+0021.0
020770 ,99999 ,STOCKHOLM/BROMMA  &           ,SW   ,   ,ESSB  ,+59.350 ,+017.950 ,+0015.0
020790 ,99999 ,SATENAS (SWE-AFB)             ,SW   ,   ,ESIB  ,+58.433 ,+012.700 ,+0054.0
020800 ,99999 ,KARESUANDO                    ,SW   ,   ,      ,+68.450 ,+022.450 ,+0331.0
020810 ,99999 ,KARESUANDO                    ,SW   ,   ,      ,+68.450 ,+022.450 ,+0330.0
020820 ,99999 ,LANDSORT          &           ,SW   ,   ,      ,+58.750 ,+017.867 ,+0032.0
020830 ,99999 ,GOTSKA SANDON     &           ,SW   ,   ,      ,+58.400 ,+019.200 ,+0012.0
020840 ,99999 ,LANNAVAARA        &           ,SW   ,   ,      ,+68.050 ,+022.000 ,+0360.0
020850 ,99999 ,RANGEDALA (AUTO)              ,SW   ,   ,      ,+57.717 ,+013.117 ,+0259.0
020860 ,99999 ,LAINIO                        ,SW   ,   ,      ,+67.767 ,+022.350 ,+0317.0
020870 ,99999 ,JONKOPING         &           ,SW   ,   ,ESSJ  ,+57.767 ,+014.083 ,+0226.0
020880 ,99999 ,KOMPELUSVAARA                 ,SW   ,   ,      ,+67.083 ,+022.217 ,+0263.0
